ID_Local,Rubro,Superficie_m2,Metros_Vidriera,Inversion_CAPEX_USD,Alquiler_Mensual_USD,Transito_Peatonal_Pico,Puntos_Interes_Proximos,Distancia_Ancla_Metros,Ubicacion_Esquina,Nivel_Socioeconomico,Densidad_Competencia,Venta_Online_Pct,Ticket_Promedio_USD,Margen_EBITDA_Pct,Ventas_Anuales_Totales_USD
719,Farmacia,85,14.6,74715,6322,750,7,189,0,C3,16,0.11,22,0.08,562622
720,Farmacia,125,20.9,46524,4487,639,4,30,0,D,7,0.16,19,0.07,594786
721,Farmacia,85,15.1,49732,4505,744,7,17,0,ABC1,9,0.07,25,0.07,965955
722,Farmacia,138,25.0,73144,4287,949,5,330,1,C2,6,0.17,21,0.06,1107063
723,Farmacia,110,25.0,73223,5376,637,4,143,1,C3,13,0.08,15,0.08,469951
724,Farmacia,100,22.2,58778,2787,857,7,863,1,D,3,0.1,19,0.07,489306
725,Farmacia,115,25.0,62293,4184,772,8,525,1,C2,2,0.15,22,0.08,511434
726,Farmacia,102,22.7,57319,3762,923,4,78,1,D,13,0.1,14,0.08,601326
727,Farmacia,94,25.0,62035,5250,874,3,114,1,C3,5,0.13,20,0.07,572564
728,Farmacia,134,25.0,88207,8069,895,6,676,1,ABC1,6,0.18,24,0.08,942592
729,Farmacia,127,19.8,60020,4036,764,5,69,0,C2,14,0.16,22,0.06,539453
730,Farmacia,111,24.6,50086,5565,832,7,147,1,C2,11,0.13,24,0.08,707027
731,Farmacia,82,14.7,85888,5775,723,6,30,0,C3,9,0.17,22,0.08,531095
732,Farmacia,119,20.6,89259,3867,691,2,47,0,C2,11,0.08,25,0.09,552930
733,Farmacia,132,20.8,60990,2742,868,6,169,0,D,12,0.08,17,0.09,654453
734,Farmacia,97,18.3,65916,3661,828,5,398,0,C3,7,0.1,20,0.08,743612
735,Farmacia,138,17.7,47627,3110,878,5,684,0,D,6,0.09,14,0.08,426724
736,Farmacia,84,11.3,91251,4624,842,6,15,0,D,7,0.14,17,0.06,626206
737,Farmacia,116,16.6,46044,2589,700,4,328,0,D,4,0.08,16,0.08,349997
738,Farmacia,81,15.5,81919,3422,741,5,240,0,D,11,0.14,22,0.06,448144
739,Farmacia,123,16.9,80793,3938,621,7,185,0,C2,8,0.16,22,0.07,802094
740,Farmacia,137,21.6,62220,7710,891,6,13,0,C2,6,0.1,24,0.07,906804
741,Farmacia,103,21.5,79663,5941,859,6,31,0,C3,15,0.14,20,0.07,834672
742,Farmacia,114,25.0,87427,3952,819,6,36,1,C3,6,0.13,18,0.09,709821
743,Farmacia,119,15.5,85326,3619,828,7,87,0,D,10,0.12,20,0.08,451463
744,Farmacia,93,18.4,52153,5812,772,8,170,0,ABC1,12,0.13,31,0.07,592966
745,Farmacia,89,21.4,86278,5464,878,9,595,1,C3,8,0.14,22,0.08,533698
746,Farmacia,124,23.2,54576,2929,679,4,1,1,D,11,0.18,17,0.07,428781
747,Farmacia,92,17.6,59807,5119,658,4,80,0,D,9,0.1,13,0.07,328207
748,Farmacia,90,19.3,43888,2881,895,6,270,1,D,17,0.12,18,0.07,814605
749,Farmacia,122,23.5,42995,4052,799,6,42,0,C3,8,0.15,16,0.08,882900
750,Farmacia,116,18.5,49553,3066,613,4,198,0,D,8,0.16,14,0.09,474286
751,Farmacia,137,25.0,40458,5409,910,7,146,1,ABC1,5,0.07,20,0.08,866129
752,Farmacia,124,25.0,55596,3563,617,5,26,1,C3,2,0.1,23,0.07,697985
753,Farmacia,89,11.2,65576,2909,707,3,82,0,D,11,0.12,14,0.08,395685
754,Farmacia,89,18.2,90195,4174,732,7,20,0,C3,11,0.18,17,0.07,642041
755,Farmacia,130,21.3,89452,6198,888,6,2,0,C3,9,0.09,22,0.08,1061500
756,Farmacia,110,25.0,51101,5542,854,9,58,1,C3,4,0.07,19,0.07,662454
757,Farmacia,90,16.0,48213,3582,778,7,19,0,D,12,0.12,15,0.08,635580
758,Farmacia,87,11.3,73950,2812,837,8,8,0,D,10,0.14,18,0.08,765456
759,Farmacia,108,25.0,47652,6379,723,5,385,1,ABC1,10,0.12,27,0.07,676707
760,Farmacia,86,14.1,52666,4875,604,8,182,0,D,18,0.12,20,0.08,550246
761,Farmacia,97,18.7,91494,4743,640,4,216,0,C3,12,0.08,21,0.09,498110
762,Farmacia,103,21.4,91368,6869,674,8,172,0,C2,9,0.16,19,0.07,837230
763,Farmacia,85,15.9,71076,3918,795,6,211,0,C3,8,0.11,23,0.07,804394
764,Farmacia,103,14.2,77405,7040,806,5,311,0,C2,7,0.13,21,0.09,655260
765,Farmacia,124,25.0,90766,6226,609,3,385,0,ABC1,14,0.09,31,0.08,656010
766,Farmacia,102,15.3,76396,5353,758,7,102,0,C2,7,0.14,17,0.07,715386
767,Farmacia,91,18.7,47360,5077,702,5,100,0,C3,12,0.18,21,0.08,813838
768,Farmacia,98,25.0,66763,5011,949,4,324,1,C3,10,0.16,22,0.09,652524
769,Farmacia,88,17.2,47023,4877,873,4,292,0,C3,7,0.12,21,0.07,716953
770,Farmacia,126,20.5,82287,2594,853,9,110,0,D,18,0.1,13,0.09,519077
771,Farmacia,109,21.1,43935,6208,788,5,148,0,C3,9,0.16,22,0.07,635027
772,Farmacia,100,25.0,78006,6402,656,7,192,1,C2,12,0.11,23,0.09,470594
773,Farmacia,127,25.0,60730,3012,743,5,39,1,C3,9,0.11,21,0.09,724391
774,Farmacia,135,25.0,44244,3774,607,9,206,0,C2,12,0.11,23,0.07,733576
775,Farmacia,130,25.0,52366,7049,750,6,2,0,ABC1,13,0.17,27,0.09,619063
776,Farmacia,97,25.0,84295,4096,894,5,39,1,C3,15,0.15,20,0.08,848925
777,Farmacia,94,25.0,50990,3362,781,6,110,1,C3,8,0.09,18,0.08,644670
778,Farmacia,123,21.3,46649,6602,896,3,1000,0,C2,16,0.18,18,0.08,576256
779,Farmacia,85,14.2,76348,4755,634,7,93,0,C3,8,0.09,23,0.07,606989
780,Farmacia,82,10.4,68611,5139,847,6,84,0,D,18,0.18,18,0.08,766824
781,Farmacia,132,14.6,83164,4983,771,7,258,0,D,8,0.09,14,0.08,450766
782,Farmacia,86,16.9,56498,4789,723,6,2,0,C2,10,0.14,16,0.07,637196
783,Farmacia,86,14.8,40052,5553,671,6,26,0,C3,6,0.17,15,0.07,528255
784,Farmacia,129,20.5,70108,6167,777,6,88,0,C3,12,0.08,15,0.09,520664
785,Farmacia,128,20.9,52636,3799,784,8,140,0,C3,4,0.13,21,0.07,802069
786,Farmacia,114,25.0,84491,5563,750,8,98,1,C3,7,0.12,19,0.08,810620
787,Farmacia,85,10.2,72335,2660,605,7,18,0,D,17,0.09,20,0.08,363030
788,Farmacia,94,15.2,60082,5025,696,6,207,0,C3,12,0.11,14,0.08,656392
789,Farmacia,87,18.0,62839,5183,701,6,218,1,C2,4,0.16,18,0.07,631209
790,Farmacia,116,16.0,44040,4920,727,7,34,0,C3,15,0.13,19,0.08,793235
791,Farmacia,88,18.6,81099,5123,649,7,302,0,C2,14,0.1,23,0.07,610701
792,Farmacia,106,17.7,50753,6669,802,6,173,0,ABC1,8,0.18,25,0.07,903642
793,Farmacia,136,18.6,48238,5225,864,4,1,0,C2,10,0.15,18,0.08,651232
794,Farmacia,139,25.0,78097,6196,711,7,128,0,ABC1,6,0.12,27,0.07,844305
795,Farmacia,138,25.0,47262,8034,740,4,21,0,ABC1,7,0.15,26,0.06,815077
796,Farmacia,93,12.1,84680,6272,629,7,631,0,C2,15,0.14,21,0.08,488214
797,Farmacia,116,20.6,47522,5831,698,6,220,0,C2,19,0.09,17,0.08,542047
798,Farmacia,95,12.6,72778,5418,817,6,110,0,D,9,0.18,13,0.09,672927
799,Farmacia,126,25.0,78388,7543,671,7,108,1,C2,8,0.12,28,0.08,731063
800,Farmacia,135,22.2,43876,2803,813,7,318,0,D,5,0.16,20,0.09,701867
801,Farmacia,106,16.4,54647,6376,615,3,331,0,C3,15,0.15,23,0.08,455715
802,Farmacia,105,17.3,68206,5160,821,5,35,0,C3,5,0.1,19,0.08,656609
803,Farmacia,94,15.1,81753,3890,890,6,69,0,C3,17,0.11,23,0.09,636818
804,Farmacia,115,15.5,93944,5051,753,5,185,0,C2,10,0.16,23,0.09,748823
805,Farmacia,91,16.7,61784,3133,630,4,3,0,C3,13,0.07,15,0.07,673744
806,Farmacia,125,23.0,46728,7142,651,6,17,0,C2,5,0.13,23,0.08,579730
807,Farmacia,139,21.3,63875,4283,609,6,423,0,C2,6,0.1,26,0.06,721727
808,Farmacia,122,21.1,69573,5795,675,7,1000,0,C2,11,0.12,24,0.09,433231
809,Farmacia,122,20.0,45287,5253,742,4,352,0,D,11,0.1,17,0.06,398157
810,Farmacia,104,16.3,48531,6393,709,7,140,0,C3,10,0.07,21,0.07,827925
811,Farmacia,91,13.9,79260,3913,855,5,367,0,C3,10,0.15,22,0.07,477809
812,Farmacia,133,25.0,66126,7356,807,7,127,0,ABC1,8,0.16,27,0.07,758251
813,Farmacia,137,25.0,54704,5112,744,8,18,1,C3,7,0.13,20,0.07,557498
814,Farmacia,132,22.2,70401,6151,629,7,261,0,C3,18,0.09,14,0.08,420813
815,Farmacia,123,21.4,51178,3948,700,5,53,1,D,9,0.08,15,0.06,523317
816,Farmacia,101,19.3,52107,3392,838,6,150,0,C3,7,0.16,14,0.08,500960
817,Farmacia,85,19.9,53721,5811,721,7,63,0,ABC1,5,0.09,19,0.07,1053456
818,Farmacia,92,13.1,83746,3130,775,9,36,0,D,11,0.07,20,0.09,766247
819,Farmacia,112,25.0,52846,5577,597,6,59,0,ABC1,8,0.09,20,0.08,565296
820,Farmacia,86,15.5,49099,4549,750,5,292,0,D,4,0.09,21,0.09,463845
821,Farmacia,113,21.1,77016,7813,815,5,0,0,C2,10,0.08,21,0.06,856172
822,Farmacia,111,17.9,62576,3166,858,4,152,0,C3,14,0.14,22,0.07,450931
823,Farmacia,83,13.9,49078,3857,782,6,113,0,C2,7,0.09,18,0.06,838791
824,Farmacia,89,16.7,80766,6459,854,6,616,0,C3,6,0.18,21,0.06,498648
825,Farmacia,100,19.7,60973,4175,851,5,292,0,C2,5,0.13,22,0.07,711577
826,Farmacia,127,24.5,88025,4379,785,4,85,0,C3,10,0.09,15,0.08,495756
827,Farmacia,95,17.3,78996,6625,703,7,619,0,C3,9,0.08,19,0.09,389562
828,Farmacia,112,15.2,51536,5436,627,7,169,0,C3,5,0.07,16,0.09,716779
829,Farmacia,91,15.0,53611,5269,794,5,463,0,C2,16,0.15,19,0.08,708518
830,Farmacia,109,25.0,54374,7620,636,7,122,0,ABC1,17,0.17,21,0.07,648112
831,Farmacia,87,13.3,46398,3733,868,4,110,0,D,8,0.11,17,0.07,713325
832,Farmacia,121,22.6,47856,3643,684,3,109,0,D,6,0.1,21,0.08,592938
833,Farmacia,88,22.4,40215,4978,949,4,118,1,D,5,0.11,18,0.08,697746
834,Farmacia,115,20.2,94182,4552,776,5,38,0,C2,4,0.16,24,0.09,873948
835,Farmacia,137,20.9,59412,4563,754,3,32,0,C3,4,0.17,19,0.07,485600
836,Farmacia,86,11.1,47904,4416,754,3,61,0,C3,5,0.11,21,0.08,798161
837,Farmacia,134,21.5,88091,3381,739,5,66,0,D,7,0.15,18,0.08,600154
838,Farmacia,138,25.0,71554,4298,913,6,202,1,C2,5,0.17,22,0.07,1111119
839,Farmacia,136,18.0,40132,5605,690,6,586,0,C2,7,0.11,18,0.06,521903
840,Farmacia,128,25.0,84780,5833,772,8,149,1,C2,12,0.18,21,0.08,795169
841,Farmacia,121,21.5,89097,4280,942,3,737,1,D,4,0.09,17,0.07,707431
842,Farmacia,118,25.0,66263,7602,833,8,185,1,C2,2,0.16,20,0.07,640102
843,Farmacia,113,18.8,93032,5672,834,7,138,0,C2,13,0.13,22,0.08,658125
844,Farmacia,89,11.7,60781,5855,861,6,115,0,C3,11,0.13,18,0.07,673031
845,Farmacia,130,25.0,62280,4849,653,5,420,0,ABC1,5,0.17,24,0.08,491681
846,Farmacia,115,18.0,70419,3678,832,6,352,0,D,8,0.1,17,0.08,692523
847,Farmacia,137,25.0,76024,7487,707,8,459,0,C2,7,0.07,20,0.08,590602
848,Farmacia,102,18.4,68012,6993,727,8,286,0,ABC1,14,0.12,25,0.07,1070553
849,Farmacia,131,25.0,40964,4079,776,7,250,0,C2,5,0.1,21,0.07,677550
850,Farmacia,113,15.1,71360,6982,846,6,7,0,C2,8,0.17,23,0.07,752168
851,Farmacia,124,25.0,69916,6951,847,4,126,1,C3,11,0.1,18,0.08,528308
852,Farmacia,83,18.2,93688,4163,949,7,49,1,C2,14,0.14,21,0.06,1201807
853,Farmacia,115,17.3,51795,6381,667,6,55,0,C2,10,0.09,17,0.07,622212
854,Farmacia,134,25.0,80155,4176,763,6,171,1,C3,4,0.07,16,0.07,602422
855,Farmacia,114,25.0,69793,5067,663,9,796,0,ABC1,5,0.17,25,0.07,715988
856,Farmacia,82,15.6,41504,5429,603,5,64,0,D,8,0.15,18,0.08,522180
857,Farmacia,92,13.6,94262,6051,672,5,1,0,C2,12,0.09,24,0.08,630528
858,Farmacia,103,24.5,43718,5631,900,4,90,1,C2,12,0.12,23,0.06,920261
859,Farmacia,104,20.6,45276,4578,791,6,38,0,C3,10,0.15,21,0.07,915211
860,Farmacia,105,25.0,50976,5095,879,6,17,1,C2,11,0.15,18,0.08,941918
861,Farmacia,128,19.1,48549,4797,808,6,341,0,D,5,0.14,19,0.09,465085
862,Farmacia,113,25.0,59788,3561,664,3,27,1,C3,10,0.1,23,0.06,746256
863,Farmacia,130,17.9,70943,5382,580,5,20,0,C3,13,0.11,21,0.07,638740
864,Farmacia,109,21.6,87245,5014,876,4,54,0,C2,4,0.09,19,0.06,1008093
865,Farmacia,91,22.5,52190,5201,778,4,541,1,C3,13,0.12,20,0.06,494132
866,Farmacia,118,16.9,44803,3177,654,6,238,0,C3,9,0.1,22,0.07,727310
867,Farmacia,136,25.0,40785,7307,727,9,179,1,C2,14,0.07,24,0.09,904581
868,Farmacia,88,14.6,77936,6852,610,7,214,0,C2,5,0.1,16,0.07,487798
869,Farmacia,114,17.5,67628,4585,590,4,72,0,C3,11,0.12,19,0.06,512494
870,Farmacia,124,24.0,79502,5046,857,3,188,0,C3,6,0.08,22,0.08,783943
871,Farmacia,110,22.1,44257,6094,823,4,69,0,C2,12,0.11,23,0.07,909276
872,Farmacia,136,20.1,71965,3617,663,5,13,0,C3,13,0.11,18,0.06,719994
873,Farmacia,84,12.5,70557,5944,757,5,44,0,C2,11,0.15,23,0.07,641397
874,Farmacia,95,23.5,68949,4419,806,5,176,1,D,1,0.12,17,0.07,471188
875,Farmacia,109,22.6,56546,4467,750,7,41,0,C3,9,0.09,19,0.07,811573
876,Farmacia,102,15.5,76995,3881,740,4,128,0,D,6,0.08,14,0.06,440711
877,Farmacia,124,22.6,87263,3149,661,5,364,1,D,3,0.12,16,0.07,617172
878,Farmacia,128,15.8,79845,3512,678,6,773,0,D,7,0.13,20,0.08,452830
879,Farmacia,91,25.0,93321,5518,792,4,1,1,ABC1,7,0.11,30,0.08,631523
880,Farmacia,137,25.0,51434,2918,692,7,196,1,C3,4,0.11,20,0.09,665204
881,Farmacia,97,17.3,71228,5144,644,4,0,0,D,9,0.1,20,0.09,483338
882,Farmacia,113,17.9,68520,4187,627,2,286,0,C3,13,0.15,16,0.09,519271
883,Farmacia,105,23.1,72713,5228,940,8,161,1,D,12,0.18,16,0.06,638954
884,Farmacia,92,15.0,53580,4086,670,3,24,0,C3,10,0.12,18,0.09,615587
885,Farmacia,88,11.5,79051,6865,725,5,49,0,C3,6,0.08,17,0.08,670191
886,Farmacia,129,19.4,66754,5364,741,5,0,0,C2,12,0.07,22,0.08,590355
887,Farmacia,104,21.0,82147,3763,661,6,130,0,C2,10,0.11,25,0.07,693971
888,Farmacia,119,25.0,87568,4686,804,5,510,1,C2,7,0.13,17,0.06,614503
889,Farmacia,131,23.7,63906,4343,583,6,210,0,D,5,0.1,19,0.08,371468
890,Farmacia,130,25.0,86494,6236,895,8,288,1,C2,12,0.17,17,0.06,709177
891,Farmacia,111,25.0,77556,4036,729,5,156,1,C3,10,0.12,17,0.08,619670
892,Farmacia,125,18.3,88516,5014,849,5,7,0,D,9,0.08,15,0.06,454441
893,Farmacia,132,23.0,53903,4790,859,4,146,0,C3,17,0.17,22,0.09,502328
894,Farmacia,109,23.7,40090,3888,720,6,170,1,D,7,0.18,15,0.07,718202
895,Farmacia,115,18.5,68463,4304,778,5,185,0,C3,11,0.13,20,0.07,759892
896,Farmacia,98,23.4,90307,5657,872,5,114,0,ABC1,6,0.16,25,0.08,1120808
897,Farmacia,110,17.1,74443,4617,865,4,389,0,D,7,0.16,13,0.07,582407
898,Farmacia,87,23.1,49219,3298,658,6,6,1,D,14,0.09,14,0.06,497771
899,Farmacia,100,14.0,67778,6376,765,6,63,0,C2,10,0.15,19,0.06,888286
900,Farmacia,112,17.0,81437,4763,601,7,856,0,D,3,0.16,12,0.08,298076
901,Petshop,76,14.4,51100,5535,364,6,136,0,ABC1,9,0.19,68,0.17,383408
902,Petshop,72,12.7,28506,2292,341,3,146,0,D,6,0.17,45,0.22,320485
903,Petshop,109,20.1,64113,3968,402,7,105,0,C2,5,0.34,55,0.22,402169
904,Petshop,89,18.3,28180,3912,488,4,387,0,C2,10,0.21,55,0.18,358507
905,Petshop,79,24.0,60334,2965,421,5,118,1,C3,10,0.23,45,0.21,354402
906,Petshop,55,9.7,28389,4632,491,8,45,0,C2,14,0.26,50,0.19,275335
907,Petshop,96,19.6,45721,2988,394,7,30,1,D,18,0.21,58,0.2,333270
908,Petshop,63,10.6,42666,3224,285,5,191,0,D,10,0.28,50,0.19,281542
909,Petshop,55,11.8,35661,2661,300,7,230,0,ABC1,11,0.2,63,0.24,336009
910,Petshop,101,25.0,53856,3503,384,5,133,1,C3,7,0.2,46,0.22,284269
911,Petshop,78,11.2,60514,4051,415,7,283,0,D,18,0.16,44,0.17,303908
912,Petshop,100,14.5,25561,3269,425,8,209,0,D,17,0.16,59,0.19,319648
913,Petshop,66,17.2,28740,3833,453,6,251,1,C3,12,0.15,58,0.21,223539
914,Petshop,89,18.0,54263,2252,389,3,57,0,C3,17,0.25,49,0.19,153403
915,Petshop,73,13.1,36690,4139,430,3,126,0,C3,13,0.25,51,0.19,240955
916,Petshop,70,12.2,25864,3240,381,4,93,0,D,8,0.31,39,0.23,375364
917,Petshop,81,13.8,36746,3842,387,8,304,0,C3,5,0.32,41,0.17,338378
918,Petshop,64,12.6,42748,1701,539,4,79,0,D,14,0.22,47,0.17,177652
919,Petshop,72,13.1,39146,4357,519,4,679,0,C3,10,0.28,62,0.22,260391
920,Petshop,96,17.4,29415,2803,463,8,105,0,C2,12,0.27,45,0.23,385642
921,Petshop,103,25.0,31662,2853,344,6,92,1,C2,14,0.16,58,0.17,374026
922,Petshop,57,11.1,51463,2217,516,7,272,0,C2,2,0.32,57,0.21,392348
923,Petshop,82,15.9,47056,1887,290,4,19,0,C3,10,0.17,55,0.18,265504
924,Petshop,85,13.5,30034,4725,450,3,349,0,C3,10,0.31,53,0.19,187422
925,Petshop,103,20.7,42648,4205,486,4,89,0,C3,10,0.22,58,0.21,333376
926,Petshop,72,13.4,49941,3384,510,5,11,0,C3,14,0.29,66,0.22,207339
927,Petshop,107,25.0,58795,3227,469,5,127,1,C2,9,0.22,62,0.21,260564
928,Petshop,67,17.2,41795,5603,341,3,58,0,ABC1,9,0.23,84,0.19,321181
929,Petshop,85,12.8,64904,5117,282,3,56,0,C2,3,0.29,71,0.21,279203
930,Petshop,109,21.4,56401,3312,375,7,142,1,D,10,0.32,37,0.2,335475
931,Petshop,65,8.9,63265,2660,545,4,151,0,D,9,0.17,56,0.24,332166
932,Petshop,86,14.3,60364,4068,536,6,135,0,D,6,0.16,35,0.17,190610
933,Petshop,89,21.5,58363,4095,507,5,53,1,D,8,0.29,48,0.17,393636
934,Petshop,90,19.8,37445,2175,378,5,399,0,C3,13,0.28,56,0.21,212261
935,Petshop,77,25.0,53755,4394,456,7,146,1,ABC1,6,0.26,83,0.17,518493
936,Petshop,90,14.0,30956,4810,289,7,184,0,C2,12,0.27,67,0.2,354039
937,Petshop,107,25.0,46285,3126,477,6,156,1,C3,10,0.29,72,0.17,232701
938,Petshop,57,21.4,36062,3833,432,5,5,1,ABC1,10,0.16,59,0.23,287467
939,Petshop,109,18.4,63716,1859,349,8,120,0,C3,5,0.28,59,0.2,297478
940,Petshop,56,9.4,62206,4162,445,6,13,0,C2,7,0.31,56,0.17,225711
941,Petshop,91,13.8,54990,3301,471,5,21,0,C2,15,0.28,77,0.24,223043
942,Petshop,73,22.8,61665,2095,373,2,75,1,D,8,0.19,40,0.17,184813
943,Petshop,92,14.9,55880,2018,351,8,63,0,D,6,0.3,50,0.2,276540
944,Petshop,73,16.2,63117,2392,342,8,94,0,C2,7,0.25,49,0.21,231695
945,Petshop,88,16.3,32268,3299,477,9,494,0,C3,6,0.32,46,0.17,422687
946,Petshop,84,25.0,52247,3982,307,6,350,1,C3,8,0.16,54,0.23,312355
947,Petshop,59,9.7,53586,3236,468,6,19,0,C2,8,0.18,65,0.17,484003
948,Petshop,58,10.5,64011,2713,429,7,465,0,D,4,0.2,49,0.22,277005
949,Petshop,71,15.5,59731,5249,552,4,538,1,C2,12,0.21,70,0.19,414355
950,Petshop,94,25.0,58410,3080,350,5,2,1,C3,11,0.18,64,0.2,345669
951,Petshop,61,10.6,59955,2882,295,4,42,0,D,13,0.35,47,0.21,187510
952,Petshop,109,16.5,57134,2370,363,4,32,0,C2,2,0.23,75,0.18,201344
953,Petshop,104,25.0,35685,3503,559,6,46,1,ABC1,18,0.15,92,0.17,561338
954,Petshop,77,9.2,58612,2011,483,5,19,0,D,8,0.27,52,0.18,226309
955,Petshop,81,25.0,30283,3994,316,4,124,1,C3,10,0.15,44,0.23,237710
956,Petshop,63,13.4,50568,2918,446,5,13,0,C3,4,0.24,55,0.22,228338
957,Petshop,56,14.1,64236,4925,578,6,116,1,C2,8,0.26,71,0.21,525580
958,Petshop,81,12.5,61845,4350,494,6,158,0,C3,7,0.17,55,0.2,394397
959,Petshop,73,14.9,58849,2873,416,6,116,0,D,11,0.33,45,0.17,261845
960,Petshop,95,20.9,60712,3298,505,4,307,0,ABC1,12,0.23,71,0.22,300469
961,Petshop,72,9.8,43325,1756,406,5,68,0,D,10,0.2,46,0.17,205343
962,Petshop,96,21.7,55031,1820,348,5,227,1,D,8,0.17,46,0.22,344002
963,Petshop,100,16.8,26960,4683,304,5,91,0,ABC1,13,0.3,82,0.24,328932
964,Petshop,58,15.9,28391,1996,359,7,75,1,C3,16,0.31,44,0.2,448661
965,Petshop,104,14.5,51673,4043,312,4,154,0,C2,7,0.32,67,0.16,368174
966,Petshop,80,11.4,47027,3379,547,6,146,0,D,13,0.17,57,0.17,395903
967,Petshop,63,12.7,56271,2649,529,4,52,0,ABC1,10,0.28,91,0.24,649687
968,Petshop,106,21.3,25701,3864,547,3,39,0,ABC1,8,0.35,51,0.22,269748
969,Petshop,104,20.7,25956,3674,320,6,175,0,D,7,0.26,39,0.24,150971
970,Petshop,99,20.6,48531,4014,441,9,268,0,C2,16,0.35,59,0.24,344956
971,Petshop,103,16.2,43346,3950,276,7,349,0,C3,6,0.2,51,0.23,260999
972,Petshop,104,19.9,28370,2114,462,8,25,1,D,5,0.18,48,0.17,282302
973,Petshop,78,13.5,36614,2240,470,3,39,0,C2,11,0.3,49,0.19,208535
974,Petshop,80,13.5,37834,4669,399,4,71,0,C2,9,0.33,67,0.24,283275
975,Petshop,79,23.4,45819,4706,387,6,535,1,C3,8,0.26,40,0.23,206358
976,Petshop,62,12.3,56577,1646,385,3,150,0,D,13,0.26,53,0.17,270590
977,Petshop,73,15.8,29285,5201,317,7,66,0,C2,4,0.19,62,0.21,207879
978,Petshop,78,13.1,40260,2579,524,3,718,0,D,12,0.2,43,0.19,292390
979,Petshop,79,13.4,27364,3694,414,7,158,0,ABC1,15,0.18,58,0.23,485493
980,Petshop,63,8.8,40116,3354,403,3,152,0,C2,13,0.35,46,0.21,354449
981,Petshop,56,10.6,47226,2216,524,5,84,0,D,6,0.34,45,0.18,376838
982,Petshop,70,10.2,54059,3961,369,8,8,0,C3,8,0.21,45,0.21,393578
983,Petshop,85,18.6,46139,3682,356,4,262,0,C3,7,0.32,66,0.21,168909
984,Petshop,75,12.6,31947,2276,405,6,164,0,C3,8,0.18,62,0.21,305634
985,Petshop,93,16.4,55428,2773,532,3,125,0,C2,10,0.29,69,0.17,269990
986,Petshop,58,13.3,49987,2394,363,5,347,1,D,14,0.17,56,0.17,138682
987,Petshop,84,21.6,29306,2296,529,6,48,1,D,9,0.21,36,0.18,251072
988,Petshop,75,14.5,63191,3115,484,4,98,0,C2,2,0.19,54,0.22,278201
989,Petshop,83,24.0,61186,3467,528,8,391,1,C3,12,0.26,54,0.24,388415
990,Petshop,68,10.9,50165,2943,457,4,145,0,C3,13,0.25,46,0.21,221134
991,Petshop,90,13.6,57405,3324,285,3,116,0,C2,17,0.31,67,0.21,193042
992,Petshop,83,24.3,54804,3909,444,5,70,1,C3,7,0.26,69,0.22,302207
993,Petshop,94,20.1,57476,5944,317,8,45,1,ABC1,2,0.3,66,0.22,448789
994,Petshop,60,8.6,59213,2954,399,7,49,0,C3,4,0.29,64,0.24,280798
995,Petshop,56,6.5,41598,3195,540,4,110,0,D,3,0.23,45,0.16,387379
996,Petshop,58,23.2,40076,3534,530,5,95,1,C3,12,0.17,65,0.23,506422
997,Petshop,63,10.2,52089,2130,519,7,6,0,D,7,0.25,42,0.23,430179
998,Petshop,80,14.8,55118,2749,293,5,144,0,D,11,0.23,37,0.24,151500
999,Petshop,87,15.1,39313,1888,430,6,167,0,D,6,0.31,42,0.18,190806
1000,Petshop,64,10.0,39835,4594,384,5,265,0,ABC1,13,0.16,67,0.18,362399
1001,Petshop,89,24.3,57703,3449,395,4,82,1,C2,15,0.23,74,0.23,409650
1002,Petshop,100,22.5,58719,5491,290,3,36,0,ABC1,8,0.24,86,0.19,270941
1003,Petshop,60,12.0,61906,3143,388,6,151,0,C3,10,0.19,59,0.23,399049
1004,Petshop,76,17.4,33066,2349,554,4,0,1,C3,4,0.34,45,0.2,297781
1005,Petshop,99,13.7,41633,4805,503,4,441,0,C2,3,0.26,57,0.18,375159
1006,Petshop,59,12.5,41885,3107,508,5,12,0,C3,10,0.34,50,0.19,238988
1007,Petshop,60,7.4,64941,2364,390,3,175,0,D,10,0.2,57,0.18,236218
1008,Petshop,79,12.4,48520,3746,352,3,3,0,ABC1,5,0.31,74,0.19,271033
1009,Petshop,82,14.4,46593,3452,505,3,110,0,D,16,0.26,45,0.23,340926
1010,Petshop,93,18.2,34384,3760,453,7,113,0,D,8,0.18,55,0.18,184754
1011,Petshop,63,12.1,36599,1816,292,7,30,0,D,15,0.21,38,0.17,195603
1012,Petshop,59,8.8,31130,3069,388,2,14,0,C3,13,0.35,59,0.19,215998
1013,Petshop,88,13.2,35653,3285,519,6,98,0,D,13,0.17,42,0.21,386578
1014,Petshop,74,10.1,37653,4181,409,3,23,0,C3,6,0.17,68,0.2,372842
1015,Petshop,94,20.1,35385,4366,290,8,649,0,C3,12,0.24,46,0.21,163582
1016,Petshop,87,25.0,46919,2671,516,6,8,1,C3,3,0.27,54,0.19,324694
1017,Petshop,67,16.1,58987,2459,347,5,35,1,C2,11,0.25,52,0.2,386084
1018,Petshop,94,11.5,35626,2571,508,7,59,0,D,8,0.19,39,0.2,371068
1019,Petshop,88,22.3,25413,3750,377,4,284,1,D,6,0.17,57,0.18,269474
1020,Petshop,61,9.4,28838,4822,278,7,147,0,C2,16,0.2,74,0.18,317284
